,Year,Entity,Num_of_executions (Amnesty Int),Fire_heat_&_hot_substances,Drowning,Road_injuries,Exposure_to_forces,Interpersonal_violence,Environmental_heat & cold_expo,Self-harm
3538,1990,Madagascar,,633.269393724184,1007.8156098351096,2921.297516755929,0.0,156.03659558627368,48.04970493017965,1031.4787800497063
1503,1990,Croatia,,103.93383943865238,149.0805523437553,994.1048567264154,0.0,160.39589551874968,59.27004642689006,1208.6631193261344
6120,1990,Turkmenistan,,229.56823690515492,511.0549481549113,622.2983539200229,0.0,210.91839615578,10.496332320799612,274.5805168296987
5081,1990,Senegal,,321.1183168877915,676.5207811150194,1277.1188640234998,0.0,107.7584643948136,74.30122710445856,532.7982038415722
3366,1990,Liberia,,108.88633674015604,225.5489904454168,465.7532764427481,0.0,145.18825569572664,24.07098998781025,141.21615939747363
6458,1990,Wales,,45.02399383607191,26.05522891719368,273.3589477653072,3.9567611237534415,30.41904103581033,16.17942146675098,307.8860411432501
2720,1990,Hong Kong,,,,,,,,
5899,1990,Thailand,,688.9934678747476,6049.486431520774,23896.0062503535,48.99999960278734,6684.720455144439,39.59264694492798,7287.987297694385
6518,1990,Western Sub-Saharan Africa,,8234.607614516837,15584.575820722708,37827.538080693324,0.0,9865.90384155006,1799.7229839995189,10498.056938396234
4184,1990,Nicaragua,,58.24481325796046,245.34020324788128,711.5542285449998,3.999999990856654,440.8177448904641,6.05085985837487,226.78072307349376
4071,1990,Namibia,,76.16224546879724,69.45700413120231,393.4826863189282,0.0,304.3114953523849,17.22962169718237,177.4539784840034
1251,1990,Central Sub-Saharan Africa,,2901.2777622278604,9065.284319114096,23322.36483256749,22.99999999382831,2343.5285679471995,480.3243027271597,4086.8231104815295
4941,1990,Saint Vincent and the Grenadines,,3.6136152337455223,7.861433439635237,11.109323238894724,0.0,12.484337951875055,0.8480627366645584,5.788689425059114
4494,1990,Oman,,19.386461249927244,114.91508847985725,1516.64588108685,0.0,15.417839150276636,1.2128282539928228,56.52408696709979
224,1990,Argentina,,764.0331450364675,1201.9601342617586,4375.003653844345,21.000000000515527,1830.8019775117584,79.65849912658601,3207.208395530769
3254,1990,Latin America and Caribbean,,8786.244064461976,26632.2210038559,101174.68568056654,533.1742245178987,100801.11529746364,1761.2751885768862,22629.532018590617
6092,1990,Turkey,,753.1997622555209,2393.9532242831456,9011.458334671952,68.9999998376063,1804.6102822978517,185.26540532413543,2028.682610746905
2853,1990,Iran,,4311.846436823793,3053.7731435141395,27989.998829036605,40042.17806562397,1580.9920230376729,66.88611322546927,3556.851681129253
3566,1990,Malawi,,530.5283648560272,921.7342578316176,2484.779086702922,0.0,181.91041799242527,37.48886684257406,624.7911693488445
944,1990,Cambodia,,440.6581032140634,3070.877661087244,3756.249406419615,0.0,377.076734483137,26.043649957407258,473.8807889982839
4688,1990,Philippines,,1018.106649591616,4976.6950626921225,5330.663384371402,3329.999694506895,6023.999411974863,26.488120366654616,6184.5621247155605
4913,1990,Saint Lucia,,4.697651020356368,10.662923872581256,25.29293525855881,0.0,14.46449446509065,0.5379194487532263,8.90753144521906
1028,1990,Cape Verde,,8.435739934948609,17.172345256209475,22.887030542920986,0.0,37.94382436438092,6.264887311333802,31.04849984402633
6036,1990,Tropical Latin America,,3087.281219927037,10327.669128994989,45064.9169067861,34.99999816347434,40318.168906275794,546.0300254429966,9357.76171958531
196,1990,Antigua and Barbuda,,2.599097055333512,4.158214119272756,6.469241174093558,0.0,2.3603302685599123,0.3340075800072168,1.4921354449031798
2881,1990,Iraq,,629.6823496310778,694.0030454155572,3842.371459872971,0.0,972.9924177163906,110.11715769387484,1029.084671907423
252,1990,Armenia,,176.93821925595464,257.24995971339035,563.7200714156455,0.0,145.88168241544562,186.82585988758115,107.30870682635693
1223,1990,Central Latin America,,3206.1679051537594,10418.710354303208,37502.273976739474,196.03250419905208,52727.21721434293,657.0453027461601,7530.915266286272
5532,1990,Southern Latin America,,1287.717175570503,1875.4990143060304,6913.616841234822,21.00085100738457,2876.532104705988,188.7932421258563,6505.805273536903
3601,1990,Malaysia,,311.07749133885164,735.829372253876,4443.302427306751,0.0,334.4617400983915,15.40955332331128,1243.8100979645117
4043,1990,Myanmar,,565.95855447245,7652.433670302757,14457.507093500972,0.0,1436.9123013584217,127.98415988077926,2718.062789971308
1904,1990,El Salvador,,103.57163037624692,250.95144864003035,1420.6833428429522,0.0,2528.275027587098,9.479329442258962,594.500587984595
5504,1990,"Southeast Asia, East Asia, and Oceania",,28072.823592221128,233476.38799982768,371814.52808521455,5197.320649938172,65007.00256255672,12247.137056221218,275441.79144190776
2730,1990,Hungary,,324.4270849702009,342.18800630789224,2370.004359368784,0.0,362.40006123971807,214.73224343775527,4292.618038856829
308,1990,Australasia & Oceania,,,,,,,,
1475,1990,Cote d'Ivoire,,550.6701309816955,876.1204520711161,2188.7783330610537,0.0,1279.0278240877203,112.56924910606214,809.4237272112173
916,1990,Burundi,,342.2881234937563,506.0073583433871,1917.5052696600744,0.0,49.680196192387086,22.9827169278787,599.2822805688196
6487,1990,West Germany (FRG),,,,,,,,
6488,1990,Western Europe,,6982.15659045996,5941.11882669003,65758.48698622706,269.93112145575384,6057.203214440932,3048.946881506224,60747.7772218009
4997,1990,Sao Tome and Principe,,1.317779816763546,5.944582380552064,16.28100034856989,0.0,6.464685649881961,0.2349214361312683,2.307684492813903
3282,1990,Latvia,,250.41913429792316,439.9678113780478,942.8809019712754,0.0,279.92938084790165,194.7497703965149,812.1101868109635
4380,1990,Northern Ireland,,23.899424966157703,15.728595542907362,183.83565681990189,2.384857063834952,24.69844742948625,7.654476661436631,167.5181075314893
2758,1990,Iceland,,3.2680454440841213,4.079952618711907,30.10888533517724,0.0,3.1335883017743926,1.8396637512174143,38.524423257186186
280,1990,Australasia,,213.383832862402,372.2434002186104,3472.616590741411,18.797859322847227,433.545837144794,51.55843341446454,2830.2507131916377
1883,1990,Egypt,,2222.8180998560997,1852.7259062574155,26523.15204902337,0.0,295.81078861140264,90.20444083834452,2318.7868314004386
1447,1990,Costa Rica,,27.00269056194221,179.68755797949083,496.07593274781743,0.9999999998836664,158.42233069537343,2.005472080654339,169.1806917578481
5788,1990,Syria,,310.0214610579212,337.7030109487151,2111.0534985586173,0.0,188.71559602811664,45.17355629091168,331.1595747206917
4969,1990,Samoa,,2.492135007359659,9.459135671158135,17.59145062424405,7.999999959275308,6.434292424258273,1.2389724451143926,21.98585824047317
2792,1990,India,,28024.920105475827,88623.99933349335,137901.2987648423,2070.821105445243,41096.53687556199,11597.439739641311,160025.4523678459
2820,1990,Indonesia,,2957.289454583523,17387.038828626704,49406.34991106192,229.99999999702783,3132.126599803581,184.7965400915461,6413.379809107066
6593,1990,Yemen,,1124.298214137575,1202.8304867730928,8329.82476424366,0.0,466.8123976694208,48.96518546231143,624.6430456008396
4527,1990,Pakistan,,2466.015903650279,14874.716044551613,20981.66876440779,21.999999999292672,5160.565879615316,515.1035795318763,3783.277792189092
1056,1990,Caribbean,,1283.3638192289693,2760.573088010813,9794.94517901311,4.14172706734343,4759.566543455188,233.9146316918877,4050.504153704237
5318,1990,Somalia,,414.13593753544535,653.2965319158104,2312.3587065092056,0.0,431.9187300703084,31.9419818228582,376.1173013569063
1112,1990,Central America & Caribbean,,,,,,,,
4268,1990,North Africa and Middle East,,15549.434276677675,17993.860281411737,128293.280422119,40174.07429366875,9248.645692840437,1118.977552209133,15752.074088086129
2219,1990,Gambia,,36.93507512371367,70.70881974667755,147.80952513523204,0.0,13.74243397462874,7.722670292507217,42.484626012597225
804,1990,Brazil,,3028.7643010645997,10194.543224908735,44481.539731585166,34.99999816347434,39961.14543879032,539.2353548616858,9232.293218385565
3450,1990,Low SDI,,32145.05536995754,117836.86927168378,144073.48163864817,1769.2158413113243,41101.94177818509,9193.209401165388,71215.16660492778
671,1990,Bhutan,,15.694004204794444,48.72126171840079,90.13671911966446,0.0,11.636816212579165,2.937196939604825,34.75910973105813
2243,1990,Georgia,,337.8981049494946,434.6452017713361,1171.7739045740138,0.0,273.60139759217464,40.62592990389136,285.1986473021685
3934,1990,Mongolia,,82.6664242138081,149.5847846403798,284.804708543843,36.00000055599856,173.353004581962,182.8490685620985,286.9493863228238
6272,1990,United States,,6423.404038028671,4572.564462152349,48899.36798137834,241.92541226682064,25132.12728623913,1276.5446275292586,34155.1491254543
1615,1990,Czechoslovakia,,,,,,,,
4352,1990,North Macedonia,,15.054384000428078,29.57769613307032,183.48114361262571,0.0,48.401494285058455,3.903195764076428,166.32840669962104
5281,1990,Solomon Islands,,8.497898417852545,39.79066123099789,68.97130587054319,0.0,20.84101432670833,4.601181933018744,61.418541381936734
2271,1990,Germany,,1512.788213328481,1040.8367183618468,12089.366806691924,63.99999996434877,960.5768512355468,592.4546240235521,14214.575344226028
2044,1990,Eswatini,,38.67101618381418,41.0681181778378,228.22421653564052,0.0,212.91397431764517,7.280187048414706,91.28857510912158
643,1990,Bermuda,,0.4278189446393812,4.221100223500143,12.60050505289001,0.0,2.514936872292802,0.2080329143986883,3.776214764547183
3506,1990,Luxembourg,,5.831181733130809,4.390899800362099,78.56406998827853,0.0,8.367939806706381,2.170704491074018,76.07094284653137
3792,1990,Mexico,,1866.012519125259,5531.645035040273,20013.375703277656,143.03250428321653,16943.192806069295,509.4545314136448,2851.201603263129
5420,1990,South Korea,,1003.812001996928,2594.847698656486,15811.616164538658,153.99999967266774,749.4658869581461,341.63262862966224,4738.262904678919
6234,1990,United Kingdom,,825.959826396678,488.4088942151332,5837.338673864339,85.67080707873406,614.2633025487545,283.03844445535185,6195.604770619688
5980,1990,Tonga,,3.338702173496989,5.900102767890425,10.336122386574726,0.9999999987306788,6.42400994484366,0.7537258971734124,4.537854672087707
699,1990,Bolivia,,331.82657432330404,835.9150950002113,2439.389299875962,0.0,682.5917978204366,74.97381698638853,407.1996986838788
1618,1990,Democratic Republic of Congo,,1760.9571169513358,5379.776343280311,13594.182852635602,22.99999999382831,1338.1490858788109,299.6642676439955,2545.5815596543152
1674,1990,Djibouti,,21.92643259648817,32.69860425456953,99.59080526503688,0.0,29.355415036653056,1.453890653833376,22.833900911101757
3903,1990,Moldova,,235.04333931258108,530.4116709502617,1244.0194450731913,0.0,443.9330234553058,89.67587320305367,796.5014500208242
6008,1990,Trinidad and Tobago,,28.87610089370714,77.66478906236073,179.83209172901303,0.0,109.07553490936508,3.546493530550351,160.44656384972842
5644,1990,Sub-Saharan Africa,,24129.101224727463,43056.33738222472,124174.15988428995,290.1183280548264,47460.95643242006,4114.317160328222,37318.7078833754
1084,1990,Central African Republic,,159.70029683579605,423.6121035478091,1995.386675844693,0.0,188.6823809022927,30.37318853715812,269.1715035508111
5365,1990,South America,,,,,,,,
2128,1990,Finland,,130.4367552798,172.62934055337703,736.3352236717254,0.0,172.75403369654606,87.66323539177944,1555.7311723203004
6213,1990,United Arab Emirates,,42.8911417538366,54.86195409416565,677.9748555810576,0.0,27.030167105237805,3.877151839731458,72.73378202918323
6178,1990,Ukraine,,2439.029118525424,6316.055515528582,12184.621905754682,0.0,4414.343543688623,3346.5016354981863,11906.25310977613
783,1990,Botswana,,53.96367378900499,49.81208563074835,241.5656944937072,0.0,27.31600484941009,11.213019518192484,145.58491941306605
3478,1990,Low-middle SDI,,33617.51335546222,109554.24614597364,237004.8101739541,1008.815263100972,62926.39493791921,7736.20487670151,139696.648406316
4555,1990,Palestine,,37.29206234630573,65.67061341297506,335.5966997203622,0.0,48.18548659599941,5.233634087207194,79.9729251346523
2156,1990,France,,1727.1831684406932,1135.0458162537104,11410.34612922783,33.00000019648948,1010.0119276471368,990.6032458571722,14890.782779391317
727,1990,Bosnia and Herzegovina,,54.48627115975512,49.52613146518928,265.198513001238,0.0,162.34952014195304,2.780132639073768,468.3791963994406
2075,1990,Ethiopia,,2867.204304627141,5521.827798123078,12411.47495765976,0.0,7322.140821541389,901.791536777354,5186.423458818036
1646,1990,Denmark,,84.53167227932352,46.82919295494656,772.1510173354562,1.0000000006249825,74.97567144442586,21.24955691242181,1547.5501920291265
5337,1990,South Africa,,2387.313567999573,1827.098565056717,17778.659030692248,12.000000031459992,18893.86548751203,380.95588281733205,6004.862757241658
5682,1990,Sudan,,1843.7109477087204,2507.479347548576,13582.935346644856,0.0,126.21228853526986,74.48911037998185,978.43794313978
2187,1990,Gabon,,42.83953536922181,95.05949727218776,377.3373687119898,0.0,53.36520848275983,7.180455038483418,86.16746842510169
4296,1990,North America,,6999.955606994503,5002.270467320953,53117.23635669116,267.9314116507445,25732.51017147209,1392.7139545093753,38212.79749073805
6374,1990,Vanuatu,,3.143628146739483,15.94438713952947,26.630054021633672,0.0,2.802109783421476,3.566435813815245,27.5586573963136
2299,1990,Ghana,,443.8926771744571,566.8582859167856,2679.6806109046174,0.0,492.0133887333112,173.07096962004994,699.0040957350279
4576,1990,Panama,,21.907604250177783,183.6805504996951,474.9928367849319,0.0,219.38018233617376,1.772697381872228,116.86347926528948
539,1990,Belarus,,516.2172077222507,1278.1535538291962,2416.9898728737185,0.0,755.7394268509541,663.7363871803514,2362.7094275614595
4604,1990,Papua New Guinea,,152.40315313080404,796.9910741134887,1615.6944617723475,0.0,527.0893956407419,76.43642555848771,1069.038344805407
1988,1990,Eritrea,,169.96136981673405,268.67817353641834,1000.6598712458618,0.0,238.31085683565453,15.153647218411775,290.66533934370403
2440,1990,Guatemala,,221.50091576595415,501.35788221633504,1220.0249191624132,0.0,2662.408528535568,12.7164185312414,633.5515902748808
6346,1990,Uzbekistan,,887.4988641243641,2329.550236314597,3288.050807639485,0.0,1048.1692725218222,132.55120144746203,1511.7592705482125
6150,1990,Uganda,,788.8469067544136,1173.7935423711288,2838.52248573566,0.0,685.6516118232673,51.43078545695161,1023.9447981140288
4245,1990,Nigeria,,3208.073664865687,6520.095185325493,13983.46586175639,0.0,3734.0498288799,664.9188439539691,4608.795393708913
3987,1990,Morocco,,1312.412925100654,1262.3639886948022,8630.539518422453,0.0,162.93767797916172,67.41869025386148,1743.509153781952
5952,1990,Togo,,127.07538610097758,247.90645320362844,660.2989065198553,0.0,183.6993727331148,32.52258750512989,201.56166504366303
6148,1990,USSR,,,,,,,,
5169,1990,Sierra Leone,,233.74538409940268,484.18538979390365,966.1007470517628,0.0,71.10293543808206,47.58833553437357,187.8351426020508
3875,1990,Middle SDI,,31915.318930333106,189202.79461703709,336415.9156867453,5752.885569696243,128754.354857773,10119.963582893954,215581.18352469607
1167,1990,Central Europe,,2655.2828683464422,5441.966343523514,23951.89591421347,15.000000009220676,4482.076721091325,1378.3419714707068,21842.11902629501
2468,1990,Guinea,,403.7298287336121,805.2898935861921,1714.8470708031596,0.0,375.9865264870828,91.49204487452246,315.7229892176389
860,1990,Bulgaria,,175.27917935459996,332.7934320860277,1415.5544945376246,1.0000000018938742,353.9676130850258,102.18551421223866,1576.112025779724
484,1990,Bangladesh,,4009.81436843764,48957.67629094648,6591.73690887367,904.9999981811212,2986.0243968096597,222.6372733209266,10312.92635487288
1559,1990,Cyprus,,11.783249908162714,27.10367573133724,205.36657674391452,0.0,18.457671466642932,8.10631703302519,37.47480633359199
5141,1990,Seychelles,,3.2136769381821377,10.497788936278148,7.563740245634528,0.0,4.409896273857665,0.0981100043285445,9.75427126862041
2496,1990,Guinea-Bissau,,56.56045077983687,130.5180319056759,381.82582010393975,0.0,95.8478307956773,14.356924066741106,74.65943974474332
2412,1990,Guam,,1.008027598514145,7.456994789158122,19.61920047660878,0.0,6.049279949058906,0.2985474103081144,22.552501237074612
3422,1990,Lithuania,,171.21847768659464,550.4925925690185,1124.2677476607105,0.0,287.8606897482547,215.81433419186865,1163.9261354418902
5203,1990,Singapore,,11.468679608907822,65.01913657130527,274.2391772228749,1.0000000106470546,61.58024330711429,2.843144898556653,456.8555205824744
3398,1990,Libya,,136.18296171414565,138.72035656286795,1213.2560468204576,0.0,91.7979118213504,7.3725562741469295,212.3085549190303
615,1990,Benin,,224.63222622996523,441.93722079386544,2233.3090911938875,0.0,257.6310689819157,53.39499157894722,271.6569031619374
5253,1990,Slovenia,,20.10836169698488,44.21724521418574,481.56713762712815,1.0000000097035682,46.03282572292345,37.56981081841727,639.7158012322593
6290,1990,United States Virgin Islands,,2.196077896797015,6.136351899499154,17.68218135328051,0.0,24.34016455118691,0.6653315769750163,6.676314332895608
3622,1990,Maldives,,8.984412249556387,37.03077995382343,38.83871670937551,0.0,2.39600683292345,0.3203078446086316,15.6949488956191
2327,1990,Greece,,162.2280677608186,282.6787609283441,2238.571646242493,4.000000052802013,116.67765649081709,46.82474013037319,439.5326542895809
1702,1990,Dominica,,2.636249523075964,4.9212257267335575,13.020672320233244,0.0,4.616349284526029,0.541238910958645,2.973112838209372
1139,1990,Central Asia,,3523.521265126073,7685.58828418226,12588.664581330888,37.00000055599766,5511.298407330213,1451.9513147414327,6878.841693183837
2355,1990,Greenland,,4.797562670949486,8.394679267865245,6.567426813232964,0.0,11.938567683948705,2.445142215097784,60.73000727366733
587,1990,Belize,,5.2606983067214,16.786066419644627,38.898581129001776,0.0,17.757236831617497,0.4253399627529072,8.125212658147401
1587,1990,Czechia,,152.53757428011735,326.71594582200555,1550.3179969228538,0.0,229.1239811486843,86.53053946089163,2283.082601348322
3959,1990,Montenegro,,9.194636062599429,9.200986987638007,69.25098013320478,0.0,32.395264747793064,0.6708083166216467,69.10194273707378
832,1990,Brunei,,5.515938187741022,20.459788480868223,67.06150956586355,0.0,4.43141194621497,0.4917797164419477,9.133356128276546
6318,1990,Uruguay,,70.5468226757651,168.95055392749177,530.0270664142234,0.0,123.0042715252443,6.102060483800446,370.85429931628914
5225,1990,Slovakia,,82.19578118897043,209.7491242731013,1104.8914072005691,0.0,192.9367857516002,86.61684841637263,872.8759635547495
2383,1990,Grenada,,4.149284951809638,8.525143869044328,12.528584469408813,0.0,3.116556858518387,0.4003738624920656,4.804493838507722
3650,1990,Mali,,582.7414434481499,1174.7321091908989,2801.9065157693394,0.0,570.6768932528942,121.10279633045111,389.4848895089333
5700,1990,Suriname,,14.559172829126714,30.29752738844289,85.61158248117707,0.0,32.4330614162818,2.381034444259936,82.43938089511082
559,1990,Belgium,,198.5448869337328,138.94834606531853,2191.195525740478,16.000000075420886,190.3698304623435,60.47644179789858,2168.265554896616
2016,1990,Estonia,,148.53420798814884,214.8049338840556,433.7036640038394,0.0,185.0856555055527,128.09294254090284,474.7593322084105
5453,1990,South Sudan,,346.2035013524393,455.9006294240797,1229.5494781515486,0.0,301.7010552066237,20.907295645894667,389.4036421155668
1419,1990,Congo,,119.907789236153,334.83068782949545,1088.9866621682538,0.0,160.84861839291966,21.46897565590537,248.0156649771812
5392,1990,South Asia,,35038.87453962041,155253.35437775316,169231.44177280043,3027.8211036342805,49530.90520462229,12439.73673533895,176065.1485932315
1786,1990,East Germany (GDR),,,,,,,,
1363,1990,Colombia,,609.8768027475479,2029.304849723915,6964.538991402122,42.99999993238369,24715.610450531127,90.25651825340287,1533.1128266438668
6612,1990,Yugoslavia,,,,,,,,
6658,1990,Zimbabwe,,371.7858291558503,483.6252615574266,1563.845694803815,0.0,638.4172013897708,23.614419472622924,1062.616024929219
5868,1990,Tanzania,,1089.1391671465622,1348.5672003487675,4003.5654415157887,188.99999398192384,1668.8261902811807,85.87856495543485,1401.588967097165
4156,1990,New Zealand,,37.44261630211483,72.70423498554267,783.366559956704,2.797859327680688,75.20448394398295,6.604896373490998,478.72644728088
2927,1990,Israel,,59.31892557243023,72.10858137205754,533.3769341318944,0.0,93.08872110183216,18.77763556829809,369.439310804152
140,1990,Andorra,,0.5666602345684094,0.5190742375962674,5.2451056964459095,0.0,0.6591001359119774,0.1901915884071277,7.093039239675494
3044,1990,Jordan,,129.86836854688883,125.54836924618658,844.4767210363324,0.0,125.80189732221942,11.77884103979116,166.80482122921595
3020,1990,Japan,,1590.1242430770117,3576.641990786594,15375.365718307145,146.35234774644087,1209.5587882018708,597.0370922210424,24009.969073538938
3098,1990,Kenya,,802.8437469054217,958.607789996629,2755.417040708422,44.00000000726206,1816.7338166734544,67.20110565418662,1216.9656299972623
112,1990,Andean Latin America,,1209.431120152217,3125.268432546909,8812.5496180278,297.999995088029,2996.1626333899144,324.2852286958399,1690.3508790147816
168,1990,Angola,,788.7769401749528,2746.166155884849,6002.028804279948,0.0,572.2130306801236,116.70879412937036,892.4146116301405
5840,1990,Tajikistan,,326.56993589012365,712.8018380508024,640.7336934603318,0.0,251.32688785384624,9.890610607290611,237.93631967724687
1000,1990,Canada,,571.5972665542712,421.1993173938968,4210.111572121379,25.999999988739123,587.8681271849547,113.69299976382388,3996.062714874175
9,1990,Afghanistan,,311.7760817779927,1508.416465350034,4575.180311310141,0.0,1279.9459846492337,226.78940339005945,740.4484995259625
3736,1990,Mauritania,,67.97692707751207,98.43082114923328,659.560570588171,0.0,99.8481978037902,18.594897646143316,97.6673144965186
84,1990,American Samoa,,0.6521844713132929,4.208001804088542,4.842622241935975,0.0,3.1481290265500284,1.0545498425400714,2.874641004215781
1345,1990,China,,19307.07213881352,172842.90254245017,233226.7903444325,1324.0000083003245,41533.27075867684,11280.383349489675,229221.2391503769
3123,1990,Kiribati,,0.6856871649873475,5.592774438451655,8.261880040974516,0.0,1.9302755017623936,0.2584109264436703,17.994368828816324
2955,1990,Italy,,872.4798934012264,683.4594638475495,11242.758850410257,33.99999983326073,1365.321028850193,369.15757684012783,5314.081788583667
4772,1990,Puerto Rico,,60.38935288847823,121.55164858017356,709.8338558216994,0.0,729.0855128586958,16.806296796630445,367.19321020482136
4716,1990,Poland,,763.8580596036612,1818.8420761469013,8925.340061158651,0.0,1231.8400733432284,366.0038669043312,5676.857214870923
3198,1990,Kyrgyzstan,,188.57386055786128,645.6388047675656,1075.4980512177438,0.0,483.8922646825383,101.435456178408,631.9638173252872
3226,1990,Laos,,255.1279193125592,871.8823058707846,1776.6979613737026,0.0,292.6449008902493,13.717021787385876,586.9016681302456
3174,1990,Kuwait,,20.57954038209871,32.683883449063615,410.7139086912635,0.0,33.68221772958917,2.2202694505626126,51.60956791627375
