,Year,Entity,Num_of_executions (Amnesty Int),Fire_heat_&_hot_substances,Drowning,Road_injuries,Exposure_to_forces,Interpersonal_violence,Environmental_heat & cold_expo,Self-harm
283,1993,Australasia,,212.4106733478024,338.0008055440758,2933.190244136039,3.000000003613738,405.25097311935366,64.73570382269763,2865.093543561245
6491,1993,Western Europe,,6584.033900557359,5427.143722065684,60185.35450644466,60.05803260539696,5988.926419238595,2965.0060058590684,60404.06908946409
4972,1993,Samoa,,2.473933551391959,9.45799803100295,17.667201155663456,0.0,6.503669949637878,1.2404116126678753,21.780575457255683
2795,1993,India,,28210.04965461672,87014.81787878956,149712.40716668355,11248.50201231896,40791.71190603116,11875.657061762997,166726.57978690436
5902,1993,Thailand,,719.7061419747555,5993.812086813083,28393.324618947023,45.00000005509499,7979.310235183528,39.9702332054668,9072.75261899298
4944,1993,Saint Vincent and the Grenadines,,3.508721065474322,7.633806228219018,11.898257584617886,0.0,13.86332427312508,0.839227028180613,6.188412961585348
255,1993,Armenia,,202.56854908599612,338.9601162965524,510.0402950714493,0.0,246.8728350229057,227.2872733550024,135.52541271814272
2823,1993,Indonesia,,2737.025468341503,14702.955553286343,48704.06250496182,134.00000005695978,3192.5242587788694,177.6974484281863,6793.795314684952
4187,1993,Nicaragua,,55.26130136770419,250.53901615630528,766.2809536534202,37.00000048404358,509.2926395686386,6.433803878064883,286.6816302434473
1254,1993,Central Sub-Saharan Africa,,3053.358784205021,9595.745399412182,25362.022993302417,0.0,5958.388019622142,521.5642595555757,4548.532268346207
3257,1993,Latin America and Caribbean,,8209.32712301302,25440.65842804444,103257.92375265717,1521.2543138529898,113658.99328635364,1642.42256830296,25029.21926784076
227,1993,Argentina,,791.2028998263961,1141.277812338641,4796.318635845776,15.000000004231016,1906.5777172642415,94.76066490945438,3740.15077443413
6521,1993,Western Sub-Saharan Africa,,8517.594915784435,15788.75057903086,39177.8402642419,0.0,12473.833487965248,2026.804118851766,11653.618266709613
5791,1993,Syria,,316.835001448385,346.1381342437743,2181.577449184794,0.0,196.18052064935543,46.35792948069653,369.4000797639774
1226,1993,Central Latin America,,2974.037179056865,9933.812792019038,38857.9901956502,859.4146486813298,61583.93171032072,553.3741898752635,8869.011498005264
4046,1993,Myanmar,,547.7908852827509,7325.093914759511,14792.29556822811,0.0,1256.8707795614066,136.01653146265258,2838.697598622409
6461,1993,Wales,,45.28725148097834,24.982073867199,246.47544182462357,0.1906872829582464,31.222909407708347,18.726751486812088,320.41033144504064
1478,1993,Cote d'Ivoire,,587.938033877509,922.3048777973004,2524.3869236879177,0.0,1512.1396951174388,139.55245482335076,993.8250708593692
2583,1993,High SDI,,18737.260642543555,23187.42243257541,168916.54602289028,1001.2114109740392,38394.08253835396,6883.185061291057,149525.7991115945
422,1993,Bahamas,,11.970038765316175,23.16784266080966,54.39380575418624,0.0,49.46152042512422,2.072385122848574,8.364432140880728
6405,1993,Venezuela,,234.10606768777507,1105.3451773669535,5624.53861475381,0.0,4029.8359503211,16.825861166700093,1550.3226430978818
4635,1993,Paraguay,,61.57886892806305,150.59733056861197,737.3296075462832,0.0,460.0518666493148,7.309847125072892,163.59657958045622
1198,1993,"Central Europe, Eastern Europe, and Central Asia",,21902.642329334278,43605.05395130057,103175.20401682268,545.4422873235383,71361.30255419284,31868.345511543223,127819.22809465294
5084,1993,Senegal,,318.1850614218358,645.9224983673823,1299.7287379081272,0.0,105.99818459010646,82.26375875395486,575.4369287409972
4215,1993,Niger,,600.7374122847639,1322.74137459369,2006.2019502886908,0.0,611.6793634315551,131.23883691658273,361.7622986734236
2611,1993,High-income,,17590.722352375797,18977.21180532852,154101.94512122386,1068.1815475077965,37320.85091643172,5688.280553858908,139677.0153967861
394,1993,Azerbaijan,,506.3371651948738,584.3901912917534,994.7829421297575,0.0,1142.684176873515,123.86984677810946,206.89679422785247
4018,1993,Mozambique,,1008.3647011398548,1435.1094311827242,3887.0491706592975,0.0,866.0854376418167,40.033297718628965,1348.925624804567
2856,1993,Iran,,3983.241236571207,2843.198593883782,26711.77123608671,804.9999895677466,1540.1551861805422,57.00099869476503,3676.168931118317
2103,1993,Fiji,,28.36278266185605,58.48021734626957,84.03351005398774,21.000000146621048,25.20187145917344,3.4777139176413834,69.90973710958639
6440,1993,Vietnam,,567.5753480442733,10380.336227320977,16494.866925471702,269.9999987670469,1435.5055550444192,64.92394704881912,5461.2398356755
2639,1993,High-income Asia Pacific,,2738.758192258343,6645.874942589352,32420.71931239037,511.7630536699794,2007.57419194561,1038.1213807744034,29966.725152619085
3767,1993,Mauritius,,59.86336868029751,51.25823867438453,173.85328321204253,0.0,24.230772727840534,0.851974212444708,153.0515715943524
5927,1993,Timor,,34.67218725452684,112.3597134038773,105.62229247486128,0.0,31.888672734979448,2.0590184036978827,76.27296051438056
3313,1993,Lebanon,,135.76501837339907,105.09470953253724,473.1930882101747,0.0,332.7539558217369,5.190534172598088,199.31391167127808
366,1993,Austria,,69.28691087495618,119.24928823803744,1340.8317627077802,0.0,108.18742726734166,27.13746768474965,1879.3399879149613
2667,1993,High-middle SDI,,33586.57266676217,96503.94545040562,270480.6383019401,2438.744992737305,109571.91321451213,34894.64632166161,222605.0019606596
5038,1993,Saudi Arabia,,787.1376153142627,1293.6800941626534,6642.902116045394,0.0,151.67319972809014,103.1579307964796,327.5293950733214
2695,1993,Honduras,,54.923912704586,357.27647430878494,952.5092454250256,412.9999852278216,2472.7272925780867,7.349076323564718,211.5312241470232
338,1993,Australia,,174.6610086840204,270.48011448286536,2247.8765400055822,3.000000003613738,334.03410273996815,58.8298226693944,2357.0923732523283
5056,1993,Scotland,,93.37187635609602,50.02066085408079,514.9654256030627,3.330234790380844,91.10664304164855,36.015235911749976,786.8754337312039
3341,1993,Lesotho,,94.2949119434856,84.8219138631546,548.0864868398326,0.0,547.3389091529212,20.047420784753296,300.3749620651341
4074,1993,Namibia,,78.79120300207128,70.39317968638366,418.4981914588066,0.0,332.98916392170673,18.47097493852138,198.1187053892478
4383,1993,Northern Ireland,,23.0596213420658,14.78225225884732,166.12194709581695,0.1149328703861887,25.92536875464952,8.506189928712626,168.1647390176296
5871,1993,Tanzania,,1133.8903406590562,1385.8793584816913,4321.991279143914,54.00000004978861,1922.4776737086013,93.79145371680217,1593.6064325679383
87,1993,American Samoa,,0.682996842180668,4.321459234852524,5.0683067686997685,0.0,3.294165628277154,1.089076284755751,3.0705079070156542
4719,1993,Poland,,791.6231438520483,1663.7340069730146,8481.553721045018,0.0,1302.6826842667283,395.2681097089608,5905.162358841184
3047,1993,Jordan,,133.98255974181205,127.73049516419448,873.2222770956679,0.0,138.43820306746207,12.031814976555848,184.0546170635664
4803,1993,Qatar,,6.339813130242096,10.536421497370585,132.9378330141538,0.0,5.652701319793332,1.9430808836418203,37.09170853345845
4159,1993,New Zealand,,37.74966466378205,67.52069106121029,685.3137041304542,0.0,71.21687037938496,5.905881153303273,508.0011703089236
3070,1993,Kazakhstan,,822.6625121001047,1885.373374087998,3734.570914774927,10.000000000367187,2764.041225003669,921.0174890185464,4061.901192125024
1310,1993,Chile,,393.2654004910049,518.0832900784511,2039.2138870135868,120.00000018856971,811.1565774745826,82.67605638406776,2588.48673123408
59,1993,Algeria,,1014.5070123948656,917.6371294344934,8283.699706825477,36.99999990048472,460.521750326602,51.14157527126412,1154.0056220187475
6661,1993,Zimbabwe,,366.25689452963695,481.4033751218423,1861.0303428567568,0.0,651.0229560569956,26.57494754344288,1154.053272294936
1366,1993,Colombia,,587.1794097614614,1933.672962708288,7750.573515298897,260.9999987798595,30347.511871917224,79.22173618522173,1628.809403318288
3177,1993,Kuwait,,14.796958264894906,24.326112234906237,325.4707695953543,0.0,37.45452613144751,1.8093112466782932,44.989537024318594
3101,1993,Kenya,,818.3709605550671,976.6735884912372,3022.1761330749687,0.0,2436.15807006695,74.79696673019255,1406.854381569451
31,1993,Albania,,33.4632143755482,148.44224277427924,360.08700530198297,0.0,232.34781001272583,5.342536575756726,123.3583534184031
1348,1993,China,,18865.098916746203,174967.73556245374,254184.0800187837,1573.0000022014804,43201.098567884415,10826.911169788356,249516.3870508322
4130,1993,Netherlands,,209.8831560137395,123.28286987735343,1596.8177088235293,1.0000000001546068,232.5730133278933,99.1124208070923,1984.004382292733
4775,1993,Puerto Rico,,62.93913889382894,111.55225264678654,766.4381104324164,0.0,989.0058452653444,17.773498693043223,390.9185816733807
3126,1993,Kiribati,,0.6968774462369176,5.6129114394639785,8.467418978251711,0.0,1.4757122494467625,0.2690102464177537,19.80421997607932
12,1993,Afghanistan,,382.4013167966859,1714.8158746665151,6613.963509698346,109.99999761979969,1906.959924956235,104.1674607877061,975.6037717447408
5843,1993,Tajikistan,,338.05505259248656,764.0359432845968,554.7769524360535,0.0,502.8973145277779,9.726000193180418,241.07884398407504
4747,1993,Portugal,,188.16203111163705,220.46351714707092,3299.7509993493622,5.999998603382012,294.7748011410715,62.39951214146025,1627.987097546591
3023,1993,Japan,,1713.3720926180897,4216.833743879769,15429.860116887658,479.7630536632732,1126.3243166259856,727.0584271864692,24453.746462310268
6633,1993,Zambia,,475.1455782955192,870.2078519276401,1923.9182142320467,0.0,628.123663293973,19.2293476485406,760.2329641061723
3201,1993,Kyrgyzstan,,223.2361795322325,662.0275795032708,901.7260222992628,0.0,603.9090186271504,113.2184034336038,692.8192261739721
3739,1993,Mauritania,,70.35731864752893,100.14466289004098,663.8037501514464,0.0,108.05075999642716,20.75070994367475,103.64175833378565
4916,1993,Saint Lucia,,4.694425586314341,10.64864718438074,25.879933157820336,0.0,16.06680226527142,0.5394911156467604,9.430148703036444
4691,1993,Philippines,,954.0135491129186,4620.997058989687,6221.578488243043,671.0000103058404,12510.497677314235,26.117022863552474,4893.865512093272
1422,1993,Congo,,122.7084424841476,342.6109584790826,1093.5566360415976,0.0,174.04662649512386,23.06254595947565,266.4484423433444
199,1993,Antigua and Barbuda,,2.7434886701757737,4.13463847341372,6.65209737173121,0.0,2.6299677222549493,0.3428200826401847,1.5915879100763597
6596,1993,Yemen,,1133.259633698021,1162.4188403721355,8677.06904587869,31.000000251388627,506.14767264904833,51.14743155511244,711.4069963149161
2884,1993,Iraq,,710.530325662584,783.5658332556179,4707.716240372348,0.0,1345.7785250468592,130.1912827353568,1387.7920564044068
2902,1993,Ireland,,67.86902862414068,70.1325813722866,460.2417708949244,2.9999999988283266,30.763848295103507,17.96946951544435,398.5168304796028
3709,1993,Marshall Islands,,0.9446171855694824,4.941434636670996,9.281274670261146,0.0,3.0776777362158416,0.7384250938017105,9.85156095008444
171,1993,Angola,,852.2311506963819,2982.634252601249,6730.194777614176,0.0,655.8065118213083,129.8635669983738,1027.8445013799055
4887,1993,Rwanda,,434.7028270000288,683.030751826847,2734.8267901126424,0.0,470.9537440929651,28.504772202744785,760.3607995159931
4411,1993,Northern Mariana Islands,,0.5553556991252153,3.3390424147253954,6.346763961778453,0.0,2.8749190995027605,0.1549743344477804,5.21072668181625
2930,1993,Israel,,61.65256309051074,69.07727421359981,623.7811207771033,0.0,112.50492002277971,19.568957359434663,447.1003824942391
3229,1993,Laos,,248.21439397846785,861.3295212935823,1943.7176461899617,8.000000034722644,305.61159929567987,14.6009488686814,622.204199647935
2958,1993,Italy,,920.378954452647,627.0642004500387,10723.169565939108,6.000000020292134,1160.0416470251066,404.634828410211,5310.001044932455
143,1993,Andorra,,0.6571766560637495,0.5765743602784198,5.86803625457635,0.0,0.7555890629864144,0.227046597110121,8.49170969665353
1286,1993,Chad,,318.8446445551774,537.3876982796742,1190.3239953474676,0.0,346.4903500453667,76.6351070099902,328.03550875422525
4859,1993,Russia,,10543.679570191369,19598.33738512285,50042.35650963143,505.4422873252468,49566.84714302379,22876.57292236802,74961.35477104309
4102,1993,Nepal,,483.2309697240853,2266.4610307424487,4237.6518347039055,1364.0000443135289,337.6159462874412,99.45894243607746,1903.574139096676
2989,1993,Jamaica,,29.38246083578841,30.62827898317237,115.29713078430667,8.999999835933425,307.40968810690896,3.116078672650221,38.03606123548087
5825,1993,Taiwan,,520.6597814507618,1448.2623323464852,7622.562724602063,1.0000000043338235,594.7265123682471,16.361646161215365,1926.5964386008031
4831,1993,Romania,,810.3707438737686,1725.4326545250194,4736.291419312492,2.9999999997977858,1020.4629050856352,400.76011539446256,2699.248191733823
115,1993,Andean Latin America,,1179.3479903664734,3105.785268787248,9383.676844471342,545.9999515976923,3589.354845238789,337.759350633058,2027.820655930892
1394,1993,Comoros,,23.1788157884568,29.028085444276314,117.06647312394178,0.0,34.07109832213337,2.241711714115702,30.54136554880976
1506,1993,Croatia,,88.86212529538683,145.62151989983838,834.545075678143,0.0,188.735864153182,54.31847919895576,1181.4133514772268
3681,1993,Malta,,2.4634517133262155,4.642953106280748,27.47186695224688,0.0,5.793454708185482,1.354418394115675,20.8301000575623
2555,1993,Haiti,,516.8213098232253,1327.4878380924097,4253.263300692599,12.99999998807973,1528.6887517355378,93.37622179001978,555.1645979659834
646,1993,Bermuda,,0.4163268585723397,3.7528692501128447,11.672081266398893,0.0,2.5304227353436453,0.1911433843250347,3.6761339859370894
6275,1993,United States,,6221.012652768546,4323.898372218497,47266.91419781889,352.3467396395518,25508.387881834187,1313.0485498318255,35357.846525435096
3795,1993,Mexico,,1658.021865770652,5092.974642156295,19655.37451698333,114.41466443492652,17621.852549196723,415.1244747057417,3428.57798772024
2274,1993,Germany,,1329.2254601069458,927.8775415227892,11145.611457133558,11.000000002466738,1068.5803423289017,553.467335857573,14223.975518412342
3425,1993,Lithuania,,202.51979260285648,636.7293969762713,1201.3779016534986,6.000000007111534,435.6062225413981,262.09244437206183,1652.2246332585798
2302,1993,Ghana,,446.3214532486936,556.1924730610882,2757.210223721418,0.0,523.7027099262042,176.33719787680565,766.5076868909689
4355,1993,North Macedonia,,14.078016193484231,26.95839422677137,181.59263691738536,0.9999999963733976,50.74109771389064,3.824655431893557,175.46055434024225
5256,1993,Slovenia,,18.54860204077064,43.30343322937716,515.3050542229305,2.0000000106945004,46.987561009891465,35.76703244774402,708.8314232410083
618,1993,Benin,,229.53813514555517,434.0567601027559,2301.6270928502504,0.0,294.1115386976112,60.17410856299124,311.84603658216724
6293,1993,United States Virgin Islands,,2.210022636046734,5.747054712688418,16.71754052635912,0.0,23.56230001508023,0.6587323818394415,6.806154217258421
4579,1993,Panama,,21.400391927343804,186.33029723597252,535.0743804968791,0.0,281.6225156957073,1.691831009874515,145.79781068770902
1590,1993,Czechia,,130.4000249263479,316.44992821981924,1628.3334199940737,0.0,249.471500657609,88.49274077881176,2052.2072755848367
1142,1993,Central Asia,,3741.212119819064,7730.663167443616,11383.393022690436,17.00000000079794,7115.766086161424,1794.097693440479,7964.28234977992
5228,1993,Slovakia,,71.51189921101536,182.699209453293,972.6004909324356,0.0,177.09515473280112,82.92826983195847,822.46859135075
590,1993,Belize,,5.354698579294454,17.70962909723931,44.55424383402792,0.0,21.28188678032189,0.4895218182873784,10.252405025660025
2358,1993,Greenland,,4.367920610701314,7.272691762907593,5.493607689966308,0.0,10.367769466991712,2.2494599931595767,52.46659442547582
3962,1993,Montenegro,,9.070770440984164,9.107969986614112,68.14603038166844,0.0,32.378347760208456,0.6895582855032028,70.53251126988363
4439,1993,Norway,,105.38674972511232,83.11910732630652,379.7652928988571,2.000000064236849,54.97957967775395,47.81486510939163,672.3792939992036
3401,1993,Libya,,133.65476199829453,133.3092838293899,1213.8573823518168,0.0,94.16858101941312,7.086570689383552,233.78766589442355
5284,1993,Solomon Islands,,8.862971991456266,42.00617170167449,73.9149382507009,3.99999999479908,22.348433920189358,5.046495415616111,66.57463157126446
5685,1993,Sudan,,1834.6411909918345,2426.01569590383,13816.386564720497,24.000000014706767,4195.070975251676,76.41097994039627,1098.1898220192827
2246,1993,Georgia,,326.5373326246393,443.818357444783,963.9268905339286,0.0,327.22625727252785,39.78047140903569,294.26337042395943
674,1993,Bhutan,,13.550575336960543,41.36120745612061,78.79231583742916,0.0,10.024065380333774,2.74374719170425,31.88088236486969
3906,1993,Moldova,,206.0092584200971,450.32704392381686,1065.4742324753847,0.0,548.1168648061528,102.4328598305454,822.0189789220271
1087,1993,Central African Republic,,174.12944831937153,477.5510167529078,2267.5067711630377,0.0,228.14956467854404,34.54420301469392,310.9236959542605
3481,1993,Low-middle SDI,,33858.95498198915,109170.1052597834,250736.85712658663,1914.4549889448867,72846.46711019508,7989.564270000159,148610.57098268278
6216,1993,United Arab Emirates,,45.78188271127819,55.6367828083545,769.8338392120843,0.0,28.586986037117097,4.247369332062173,94.74089824842504
2131,1993,Finland,,124.00371778737328,159.6759492445297,615.012325323651,0.0,168.1036933649919,93.07964923651964,1456.0724572541096
5647,1993,Sub-Saharan Africa,,24975.27354553207,44679.08967880419,131804.32841389792,78.03265743735697,57989.63112765409,4571.716123076266,41070.1841612429
4558,1993,Palestine,,38.10807168594184,67.02403930309622,345.2150311739464,0.0,52.60745761965672,5.33562238150668,86.90059218906262
730,1993,Bosnia and Herzegovina,,59.058406128669375,54.58728581745586,295.542116891268,0.0,178.9540200044103,2.9924768567381315,524.1949930438991
2159,1993,France,,1578.0733871740008,1044.124289156318,10320.067899419846,17.999999909577344,985.5096713272764,875.0593372797497,14826.208770040455
2386,1993,Grenada,,3.74833164610132,7.500926086356614,11.551884503820874,0.0,3.1748853303248,0.3594260738415449,4.635684206436018
1649,1993,Denmark,,94.17881342301588,48.173658039035466,707.8020697358153,0.0,82.68285625393746,21.230190438182703,1390.8937574792228
2190,1993,Gabon,,40.508505598280735,85.31835057350659,361.632805211405,0.0,56.83633436908836,7.473782276469008,92.8426760865362
1621,1993,Democratic Republic of Congo,,1832.8365614757265,5613.434695797834,14629.23326598014,0.0,4810.437150015266,321.4596033931115,2803.04415789309
5321,1993,Somalia,,482.4580377162382,764.5148814620889,2852.722452766046,0.0,984.2387197967122,38.09673087152057,464.2303529490674
5983,1993,Tonga,,3.2820780207980302,5.6683682604847805,10.158305315730203,0.0,5.949288680176703,0.8319164869033513,4.543606460006706
702,1993,Bolivia,,314.0441959592462,809.5563041235989,2433.122455647697,0.0,685.2944359386352,76.10492731588114,449.7767595287721
6237,1993,United Kingdom,,802.3604989876126,445.1960453736932,5052.586114969165,7.000000054784808,629.1723167531788,321.4416030899345,6082.862018019649
3453,1993,Low SDI,,32320.600616770476,116221.47294046014,156568.6388759955,2826.049040178417,49397.96481771627,9434.333450055818,75430.30580421333
4271,1993,North Africa and Middle East,,15021.042182614336,17360.056188276012,129866.47354432632,1176.7750266358266,13409.189245297875,1000.201558961342,17507.475044887404
2222,1993,Gambia,,38.51470416152048,69.82382595050406,157.91286132017507,0.0,14.983221107268548,8.918700115942247,48.898432715476446
5340,1993,South Africa,,2368.927305650823,1825.5553503368176,18062.135910492874,18.9999999808931,19289.309272869243,398.16049506417176,6408.369473725863
562,1993,Belgium,,198.7775331526149,129.09084974583465,2062.818725389381,0.0,215.6623516541206,73.9344299792671,2313.513583167346
2330,1993,Greece,,145.93962001598734,298.8231611007422,2291.358026707235,1.9999999591616708,135.23462416150255,35.51314995295741,449.1057807568984
3990,1993,Morocco,,1275.4918797347084,1166.4319646569506,8632.544907881724,0.0,186.0939701266417,68.94641134573646,1922.6552883194531
6349,1993,Uzbekistan,,947.5352706573842,2354.080280208372,2772.202554960032,0.0,1067.154823307245,145.5373794070707,1632.7667233859738
2443,1993,Guatemala,,239.98072967920783,572.9134851475897,1466.4005662933746,0.0,3160.145423455094,15.777294802610674,844.0117113482793
5172,1993,Sierra Leone,,219.55885935742307,438.3250822071068,916.9636579266124,0.0,267.3996488340576,48.61806868973881,192.1858767395105
1562,1993,Cyprus,,12.233042914152962,27.240519291310243,208.126863884373,0.0,18.70356639716485,7.645989517660245,39.506136273331926
506,1993,Barbados,,8.591337771709957,14.325803795522962,35.512948580781334,0.0,25.85823325564019,0.5988228921600807,14.28929035110414
6321,1993,Uruguay,,81.40995978051654,179.54543586240598,570.8305633688101,0.0,139.80238151525933,6.305140756044573,434.4903001211459
2471,1993,Guinea,,425.05428741252456,812.7140284106056,1881.9236916477205,0.0,433.6509877321238,105.42676670973428,364.643611660782
1170,1993,Central Europe,,2650.6896555552626,5200.583331663663,23021.2575918982,7.999999990964228,4824.262470946811,1548.82360946395,22222.85587534281
4248,1993,Nigeria,,3376.027383192845,6817.400735019524,14555.681435061231,0.0,5579.662904012003,764.9738343357159,5039.599372161477
3369,1993,Liberia,,97.28423360384146,180.8327354521219,452.4434791190255,0.0,71.26918958444352,24.748770448264303,157.5523264145347
5144,1993,Seychelles,,3.484736730887944,11.549928920157264,9.077547196107169,0.0,4.955098295147296,0.1140374190810853,9.384604928259462
2499,1993,Guinea-Bissau,,56.8717432514308,126.24198328855572,382.8024436087815,0.0,102.55396762783208,15.677428602696558,80.55983058399218
6377,1993,Vanuatu,,3.313797875364365,16.533118138578278,28.423837423383137,4.000000012631667,2.96409630381178,4.017108454198357,29.03644110252576
1534,1993,Cuba,,331.57638192915874,518.7836702067243,2409.6583344019227,51.00000015645865,861.5876399030448,40.236461898611104,2360.732728048173
2527,1993,Guyana,,24.671916353062468,53.210702952746864,109.83382580162552,0.0,83.58007616443027,10.15348285873988,131.97874739576952
5731,1993,Sweden,,180.894752747884,143.0531234822187,830.3202940001609,0.999999980365516,139.5352960594605,90.06188843185004,1807.6527639907877
454,1993,Bahrain,,5.071333520741116,10.519450576548316,113.49594669337512,0.0,9.267053198242335,1.6975715885681213,31.210019660270238
5112,1993,Serbia,,132.31296938089886,252.791347526575,1446.3166712059603,0.0,479.6827275916848,73.937429380548,2157.240377344534
487,1993,Bangladesh,,3480.180234949917,47228.4662910936,6324.039264175596,646.0000019206415,3079.2330864331325,97.62648461283142,10603.491536963753
5955,1993,Togo,,132.11200825183963,255.79863885198395,714.4039334801511,0.0,217.55271329019465,38.18560951226248,239.6638891177903
4467,1993,Oceania,,222.37622526277204,1053.061543207063,2092.213186053655,103.75055293585388,684.0481900572883,106.37690406256866,1496.75074789583
5206,1993,Singapore,,11.659328039798238,55.45494168191456,282.50314212516696,0.0,64.31297009809738,2.550195633883056,474.996308059898
542,1993,Belarus,,712.1455367386529,1573.6223824280091,2650.570386318119,0.0,1116.3961528962786,795.3400736927052,3187.2495605224985
3653,1993,Mali,,585.8904956735869,1142.548972954133,2503.324365970765,0.0,595.2973000491005,129.55747010868228,394.3455409850853
5703,1993,Suriname,,14.295133579286258,28.813255857211285,88.86726643287449,0.0,35.80777513525581,2.420264028453499,93.05073660501326
4607,1993,Papua New Guinea,,155.58249479969862,815.9829557461658,1673.417933414821,68.00000037796325,553.1113630817468,80.97910364117917,1125.6005660761227
2415,1993,Guam,,1.1020243417572977,8.137085969463351,21.40852650831533,0.0,6.535366786365252,0.2788494725864335,24.666578825088475
1535,1994,Cuba,,326.5029307086772,511.659049539633,2459.759528516699,13.99999997844805,875.4000788185901,40.66787510558634,2365.942551325039
3796,1994,Mexico,,1572.336970739976,4847.591231997018,19324.92251474507,4.9999979268423775,17314.371988782746,390.5896168352832,3655.04155086992
5620,1994,Sri Lanka,,475.1620308281799,1083.6124037138932,2147.985016734733,0.0,1129.6355015607464,100.64142512498616,6116.654594099746
1622,1994,Democratic Republic of Congo,,1844.597972646184,5623.155103355574,14806.346806062053,38.99999990265828,1615.3745806628683,327.50115195924457,2867.267187672267
4384,1994,Northern Ireland,,22.355607819389537,14.721545633893676,160.3251969246356,1.2011322838936418,25.475883072448347,8.783497421227038,168.44926428777285
4440,1994,Norway,,101.04499033219214,82.08127992107512,370.5219904808495,7.000000684452777,52.39568762909739,44.51882727875372,650.4635261369011
6012,1994,Trinidad and Tobago,,26.34581525874586,76.29910354752589,180.2569127559371,0.0,135.48064185130843,2.6894958490250875,184.1128291117312
5984,1994,Tonga,,3.280304488053854,5.679720831240718,10.17251158253407,0.0,5.725086135263513,0.842050009423867,4.555855378849214
5592,1994,Spain,,456.0759855960095,749.0329356668872,7047.424416694886,15.999999961138592,405.3955802563182,179.1112088121344,3551.89937359811
1706,1994,Dominica,,2.682019307185181,4.588221153598202,13.518084574906451,0.0,4.986968639812679,0.5649543069707861,3.082408242409649
1311,1994,Chile,,397.37175880048846,546.8031052926115,2134.4737896509496,2.9999999929975933,804.5749306293737,83.65336723026186,2545.6610975367184
1367,1994,Colombia,,554.6763242534769,1911.7573796155768,8059.579441277203,165.99999739117698,28467.775535541958,71.51922186746444,1780.1665893335478
1060,1994,Caribbean,,1222.320993247141,2527.4338791736245,10416.800796880918,22.782639253975454,5380.336956232084,233.23382983342523,4339.133731172784
3626,1994,Maldives,,7.12851059486247,28.58311307641064,34.922358765716794,0.0,2.209475885885606,0.2710257231838146,13.914954273681612
1349,1994,China,,18651.405824173584,170999.33308969904,263116.12136811635,3100.0000001274952,43298.33222800176,10559.64269216465,249959.735168098
1199,1994,"Central Europe, Eastern Europe, and Central Asia",,24043.89907279066,47158.8513108869,104893.71648643274,420.71561383141466,81195.95133538591,36155.937920187775,141193.24217154912
5648,1994,Sub-Saharan Africa,,25295.767140835007,45040.77665974487,134840.26027274987,954.4540268029108,55767.129552889695,4744.62867353498,42492.685313541086
3605,1994,Malaysia,,320.23292757584414,745.0383185167153,4754.209726415742,0.0,385.7779570576293,15.12734921708412,1347.0950831141342
5732,1994,Sweden,,175.75250553342158,137.73877906928246,801.9559152312609,0.0,133.4785524938028,91.7368841647973,1730.1855152851665
1088,1994,Central African Republic,,176.36220206436732,484.9239622402176,2391.496475568299,0.0,235.4673954785365,35.35039411285322,319.7611718739703
1032,1994,Cape Verde,,7.990766990929941,19.49012308672188,29.041038275618543,0.0,45.50376589694854,7.354855990319275,38.59561836321842
5903,1994,Thailand,,745.3280399965813,6326.435368948855,30724.80358502163,111.99999945095136,8680.238213400065,39.98006333762685,10023.353238450509
1650,1994,Denmark,,96.01545145244384,51.78932259854963,690.0622354230394,0.0,88.96092802447735,20.85808811932747,1322.9115514479013
3682,1994,Malta,,2.427950879143995,4.643710012569581,27.371596947091504,0.0,5.814144479950113,1.3420737851964164,21.41201347801151
1255,1994,Central Sub-Saharan Africa,,3095.8543361343686,9729.49010293088,26067.687381867498,38.99999990265828,2855.363252382188,535.4361088721272,4702.891553223961
3768,1994,Mauritius,,57.67966800892599,54.24919941680126,177.2040816480024,2.0000031130734333,24.32927338816197,0.911674807738264,153.45107359873424
1227,1994,Central Latin America,,2860.693711013311,9727.035151072065,39094.61672634216,377.9999941295816,60373.32301899738,521.4341942351424,9533.705386169626
3824,1994,Micronesia (country),,2.0286899196362684,10.055523497440438,17.984466409140644,0.0,6.256162736568119,1.3308091118003642,19.39625830039081
5956,1994,Togo,,134.03281131111194,253.52655243848824,738.7524617712039,0.0,230.96530574896005,40.580694024151775,255.57213066115176
1678,1994,Djibouti,,25.064846870952906,38.4322310931958,117.67317284464004,145.0000427608957,38.02419292814019,1.724923110373614,27.39443973816477
4356,1994,North Macedonia,,13.669322362529714,26.45521038216673,169.22998227416642,0.0,50.07632659295614,3.544604574951709,170.22334024148088
1423,1994,Congo,,130.10780120678126,367.373563678848,1191.0539801697832,0.0,223.8918108452762,24.9701264865852,291.4919260592412
1507,1994,Croatia,,84.01973136711824,144.97334085165184,800.2283123011283,0.9999999853189449,178.21915818619405,49.35982191549882,1153.8067149186306
3710,1994,Marshall Islands,,0.959520636842156,4.997875082309764,9.46666073577878,0.0,2.985500444010392,0.7544288603858755,10.092912570760111
1395,1994,Comoros,,23.136871769097056,28.77473992477213,117.64141923759632,0.0,35.90324665477814,2.266443406421698,31.235239789380174
1563,1994,Cyprus,,12.39361298220035,27.594402240346405,213.48708486413665,0.0,19.14585765494085,7.573484945399572,41.258137605650205
4412,1994,Northern Mariana Islands,,0.5333785050992949,3.247812255335648,6.210531275457566,0.0,2.809135454750689,0.1494173225070283,5.093798842821254
