,Year,variable,value
723,2013,Exposure_to_forces,87238.0
724,2014,Exposure_to_forces,30339.0
725,2015,Exposure_to_forces,62298.0
726,2016,Exposure_to_forces,34359.0
727,2017,Exposure_to_forces,44411.0
728,1990,Diarrheal,11466819.0
729,1991,Diarrheal,11389514.0
730,1992,Diarrheal,11169129.0
731,1993,Diarrheal,10962743.0
732,1994,Diarrheal,10763839.0
733,1995,Diarrheal,10545254.0
734,1996,Diarrheal,10269821.0
735,1997,Diarrheal,10072074.0
736,1998,Diarrheal,9911431.0
737,1999,Diarrheal,9701450.0
738,2000,Diarrheal,9505689.0
739,2001,Diarrheal,9278461.0
740,2002,Diarrheal,9060060.0
741,2003,Diarrheal,8856165.0
742,2004,Diarrheal,8693515.0
743,2005,Diarrheal,8578594.0
744,2006,Diarrheal,8520975.0
745,2007,Diarrheal,8418561.0
746,2008,Diarrheal,8350607.0
747,2009,Diarrheal,8339957.0
748,2010,Diarrheal,8298804.0
749,2011,Diarrheal,8002536.0
750,2012,Diarrheal,7693162.0
751,2013,Diarrheal,7420134.0
752,2014,Diarrheal,7219389.0
753,2015,Diarrheal,7035842.0
754,2016,Diarrheal,6915843.0
755,2017,Diarrheal,6993449.0
756,1990,Environmental_heat & cold_expo,278891.0
757,1991,Environmental_heat & cold_expo,287187.0
758,1992,Environmental_heat & cold_expo,302137.0
759,1993,Environmental_heat & cold_expo,332322.0
760,1994,Environmental_heat & cold_expo,353784.0
761,1995,Environmental_heat & cold_expo,355644.0
762,1996,Environmental_heat & cold_expo,334768.0
763,1997,Environmental_heat & cold_expo,318338.0
764,1998,Environmental_heat & cold_expo,322878.0
765,1999,Environmental_heat & cold_expo,317214.0
766,2000,Environmental_heat & cold_expo,321620.0
767,2001,Environmental_heat & cold_expo,326667.0
768,2002,Environmental_heat & cold_expo,335088.0
769,2003,Environmental_heat & cold_expo,364439.0
770,2004,Environmental_heat & cold_expo,322499.0
771,2005,Environmental_heat & cold_expo,331871.0
772,2006,Environmental_heat & cold_expo,309352.0
773,2007,Environmental_heat & cold_expo,292179.0
774,2008,Environmental_heat & cold_expo,286990.0
775,2009,Environmental_heat & cold_expo,279379.0
776,2010,Environmental_heat & cold_expo,560634.0
777,2011,Environmental_heat & cold_expo,270183.0
778,2012,Environmental_heat & cold_expo,271056.0
779,2013,Environmental_heat & cold_expo,261808.0
780,2014,Environmental_heat & cold_expo,258526.0
781,2015,Environmental_heat & cold_expo,268676.0
782,2016,Environmental_heat & cold_expo,254174.0
783,2017,Environmental_heat & cold_expo,250394.0
784,1990,Nutritional_deficiencies,2638718.0
785,1991,Nutritional_deficiencies,2608679.0
786,1992,Nutritional_deficiencies,2567676.0
787,1993,Nutritional_deficiencies,2523095.0
788,1994,Nutritional_deficiencies,2491568.0
789,1995,Nutritional_deficiencies,2833306.0
790,1996,Nutritional_deficiencies,2749521.0
791,1997,Nutritional_deficiencies,2689849.0
792,1998,Nutritional_deficiencies,2627839.0
793,1999,Nutritional_deficiencies,2570482.0
794,2000,Nutritional_deficiencies,2528427.0
795,2001,Nutritional_deficiencies,2446953.0
796,2002,Nutritional_deficiencies,2366805.0
797,2003,Nutritional_deficiencies,1901708.0
798,2004,Nutritional_deficiencies,1833771.0
799,2005,Nutritional_deficiencies,1774606.0
800,2006,Nutritional_deficiencies,1723514.0
801,2007,Nutritional_deficiencies,1674359.0
802,2008,Nutritional_deficiencies,1632508.0
803,2009,Nutritional_deficiencies,1600867.0
804,2010,Nutritional_deficiencies,1619035.0
805,2011,Nutritional_deficiencies,1563827.0
806,2012,Nutritional_deficiencies,1467192.0
807,2013,Nutritional_deficiencies,1416015.0
808,2014,Nutritional_deficiencies,1375104.0
809,2015,Nutritional_deficiencies,1345529.0
810,2016,Nutritional_deficiencies,1311555.0
811,2017,Nutritional_deficiencies,1289735.0
812,1990,Self-harm,3598347.0
813,1991,Self-harm,3690376.0
814,1992,Self-harm,3825829.0
815,1993,Self-harm,3957836.0
816,1994,Self-harm,4051405.0
817,1995,Self-harm,4088342.0
818,1996,Self-harm,4030607.0
819,1997,Self-harm,3993048.0
820,1998,Self-harm,3969328.0
821,1999,Self-harm,3978744.0
822,2000,Self-harm,3931352.0
823,2001,Self-harm,3801939.0
824,2002,Self-harm,3742636.0
825,2003,Self-harm,3752065.0
826,2004,Self-harm,3762165.0
827,2005,Self-harm,3796768.0
828,2006,Self-harm,3725675.0
829,2007,Self-harm,3690888.0
830,2008,Self-harm,3707016.0
831,2009,Self-harm,3708549.0
832,2010,Self-harm,3725353.0
833,2011,Self-harm,3708556.0
834,2012,Self-harm,3672290.0
835,2013,Self-harm,3639858.0
836,2014,Self-harm,3652179.0
837,2015,Self-harm,3663149.0
838,2016,Self-harm,3687302.0
839,2017,Self-harm,3710315.0
840,1990,Conflict & terrorism,487038.0
841,1991,Conflict & terrorism,412490.0
842,1992,Conflict & terrorism,297020.0
843,1993,Conflict & terrorism,307898.0
844,1994,Conflict & terrorism,2822526.0
845,1995,Conflict & terrorism,314473.0
846,1996,Conflict & terrorism,418535.0
847,1997,Conflict & terrorism,602307.0
848,1998,Conflict & terrorism,540360.0
849,1999,Conflict & terrorism,761001.0
850,2000,Conflict & terrorism,593505.0
851,2001,Conflict & terrorism,291052.0
852,2002,Conflict & terrorism,309397.0
853,2003,Conflict & terrorism,267204.0
854,2004,Conflict & terrorism,264650.0
855,2005,Conflict & terrorism,185107.0
856,2006,Conflict & terrorism,246752.0
857,2007,Conflict & terrorism,252160.0
858,2008,Conflict & terrorism,260671.0
859,2009,Conflict & terrorism,305381.0
860,2010,Conflict & terrorism,223637.0
861,2011,Conflict & terrorism,415324.0
862,2012,Conflict & terrorism,461283.0
863,2013,Conflict & terrorism,483634.0
864,2014,Conflict & terrorism,768092.0
865,2015,Conflict & terrorism,565125.0
866,2016,Conflict & terrorism,650269.0
867,2017,Conflict & terrorism,543389.0
868,1990,Diabetes mellitus,2905661.0
869,1991,Diabetes mellitus,2997767.0
870,1992,Diabetes mellitus,3103143.0
871,1993,Diabetes mellitus,3224942.0
872,1994,Diabetes mellitus,3334659.0
873,1995,Diabetes mellitus,3449212.0
874,1996,Diabetes mellitus,3566151.0
875,1997,Diabetes mellitus,3692778.0
876,1998,Diabetes mellitus,3812150.0
877,1999,Diabetes mellitus,3930766.0
878,2000,Diabetes mellitus,4047824.0
879,2001,Diabetes mellitus,4165422.0
880,2002,Diabetes mellitus,4313474.0
881,2003,Diabetes mellitus,4455114.0
882,2004,Diabetes mellitus,4532807.0
883,2005,Diabetes mellitus,4658873.0
884,2006,Diabetes mellitus,4720645.0
885,2007,Diabetes mellitus,4802747.0
886,2008,Diabetes mellitus,4932634.0
887,2009,Diabetes mellitus,5046669.0
888,2010,Diabetes mellitus,5164741.0
889,2011,Diabetes mellitus,5315303.0
890,2012,Diabetes mellitus,5490294.0
891,2013,Diabetes mellitus,5647764.0
892,2014,Diabetes mellitus,5862881.0
893,2015,Diabetes mellitus,6099275.0
894,2016,Diabetes mellitus,6317426.0
895,2017,Diabetes mellitus,6424232.0
896,1990,Poisonings,373524.0
897,1991,Poisonings,376135.0
898,1992,Poisonings,384193.0
899,1993,Poisonings,397061.0
900,1994,Poisonings,402113.0
901,1995,Poisonings,399848.0
902,1996,Poisonings,391914.0
903,1997,Poisonings,383156.0
904,1998,Poisonings,376950.0
905,1999,Poisonings,379355.0
906,2000,Poisonings,386187.0
907,2001,Poisonings,387441.0
908,2002,Poisonings,388196.0
909,2003,Poisonings,388072.0
910,2004,Poisonings,389699.0
911,2005,Poisonings,391684.0
912,2006,Poisonings,380334.0
913,2007,Poisonings,374097.0
914,2008,Poisonings,375849.0
915,2009,Poisonings,372619.0
916,2010,Poisonings,372563.0
917,2011,Poisonings,367181.0
918,2012,Poisonings,363575.0
919,2013,Poisonings,361185.0
920,2014,Poisonings,359229.0
921,2015,Poisonings,359170.0
922,2016,Poisonings,355670.0
923,2017,Poisonings,349507.0
